bookName,author,email,id,authorUrl,pmUrl,bookUrl,followerCount,pageCount,viewCount,chaptersCount,lastUpdateDate,dataCollectionDate,actionPlanned
The Fated,Kud0s,,155530,https://www.royalroad.com/profile/155530,https://www.royalroad.com/private/send/155530,https://www.royalroad.com/fiction/30656/the-fated,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Spring's Midnight Showers,M T,,145942,https://www.royalroad.com/profile/145942,https://www.royalroad.com/private/send/145942,https://www.royalroad.com/fiction/30237/springs-midnight-showers,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
the marked ones,jester of fate,,112654,https://www.royalroad.com/profile/112654,https://www.royalroad.com/private/send/112654,https://www.royalroad.com/fiction/30386/the-marked-ones,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Detectives Cheat,llucas1,,15560,https://www.royalroad.com/profile/15560,https://www.royalroad.com/private/send/15560,https://www.royalroad.com/fiction/30669/detectives-cheat,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Danger Zone,Tolulope Alabi,,151694,https://www.royalroad.com/profile/151694,https://www.royalroad.com/private/send/151694,https://www.royalroad.com/fiction/29960/danger-zone,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Mage Killer,Forever_Prey,,34297,https://www.royalroad.com/profile/34297,https://www.royalroad.com/private/send/34297,https://www.royalroad.com/fiction/29649/mage-killer,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Mission System,Jerson Vargas,,155165,https://www.royalroad.com/profile/155165,https://www.royalroad.com/private/send/155165,https://www.royalroad.com/fiction/30672/the-mission-system,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Unlit Flame,Simply Gray,,155393,https://www.royalroad.com/profile/155393,https://www.royalroad.com/private/send/155393,https://www.royalroad.com/fiction/30671/the-unlit-flame,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Earth Man,May Brady,,151167,https://www.royalroad.com/profile/151167,https://www.royalroad.com/private/send/151167,https://www.royalroad.com/fiction/29903/the-earth-man,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
K2C: Acting Using My Past Life,Kehllector,,146161,https://www.royalroad.com/profile/146161,https://www.royalroad.com/private/send/146161,https://www.royalroad.com/fiction/30080/k2c-acting-using-my-past-life,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Wolf and the Rabbit,Harry-G-Lee,,154421,https://www.royalroad.com/profile/154421,https://www.royalroad.com/private/send/154421,https://www.royalroad.com/fiction/30485/the-wolf-and-the-rabbit,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Me My Roommate and the Girl Upstairs (Short Story),iAmApiano,,152336,https://www.royalroad.com/profile/152336,https://www.royalroad.com/private/send/152336,https://www.royalroad.com/fiction/30508/me-my-roommate-and-the-girl-upstairs-short-story,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Finding Love At The Center Of The Earth,Hasrahnian_Hasnan,,151791,https://www.royalroad.com/profile/151791,https://www.royalroad.com/private/send/151791,https://www.royalroad.com/fiction/30719/finding-love-at-the-center-of-the-earth,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Coffee is Our Friend,SaitamaTsukino,,152795,https://www.royalroad.com/profile/152795,https://www.royalroad.com/private/send/152795,https://www.royalroad.com/fiction/30700/coffee-is-our-friend,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Academy of Cheaters,InosentElsie,,155741,https://www.royalroad.com/profile/155741,https://www.royalroad.com/private/send/155741,https://www.royalroad.com/fiction/30698/academy-of-cheaters,,,,,,15 Jun 2020 13:52:32 GMT,
Against the heavens. *Reworked version*,Shiranui_shukumei,,68248,https://www.royalroad.com/profile/68248,https://www.royalroad.com/private/send/68248,https://www.royalroad.com/fiction/30697/against-the-heavens-reworked-version,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Pursuit of Life,graveyardofideas,,142568,https://www.royalroad.com/profile/142568,https://www.royalroad.com/private/send/142568,https://www.royalroad.com/fiction/30695/pursuit-of-life,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Tel'Morin,Goldstep,,155759,https://www.royalroad.com/profile/155759,https://www.royalroad.com/private/send/155759,https://www.royalroad.com/fiction/30694/telmorin,,,,,,15 Jun 2020 13:52:32 GMT,
Divinity,Lightenant,,155764,https://www.royalroad.com/profile/155764,https://www.royalroad.com/private/send/155764,https://www.royalroad.com/fiction/30692/divinity,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Cataclysm,Wolf Davis,,146984,https://www.royalroad.com/profile/146984,https://www.royalroad.com/private/send/146984,https://www.royalroad.com/fiction/30251/cataclysm,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
X-men: The new era,Hatred,,90581,https://www.royalroad.com/profile/90581,https://www.royalroad.com/private/send/90581,https://www.royalroad.com/fiction/30604/x-men-the-new-era,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Rooms,FelixDS,,142160,https://www.royalroad.com/profile/142160,https://www.royalroad.com/private/send/142160,https://www.royalroad.com/fiction/30526/the-rooms,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Tending To One's Planet,Aaron Barton,,152108,https://www.royalroad.com/profile/152108,https://www.royalroad.com/private/send/152108,https://www.royalroad.com/fiction/30126/tending-to-ones-planet,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Refuge in Bela,Laithex Effect,,154919,https://www.royalroad.com/profile/154919,https://www.royalroad.com/private/send/154919,https://www.royalroad.com/fiction/30535/refuge-in-bela,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Sinful Life in Another World,Indian Rake,,155738,https://www.royalroad.com/profile/155738,https://www.royalroad.com/private/send/155738,https://www.royalroad.com/fiction/30684/sinful-life-in-another-world,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Dangerous Desires,Atlas Al,,155109,https://www.royalroad.com/profile/155109,https://www.royalroad.com/private/send/155109,https://www.royalroad.com/fiction/30683/dangerous-desires,,,,,,15 Jun 2020 13:52:32 GMT,
Celestial Combatant,Tantrichell,,152708,https://www.royalroad.com/profile/152708,https://www.royalroad.com/private/send/152708,https://www.royalroad.com/fiction/30426/celestial-combatant,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Battle for Azeroth: Reforged,Jammin' Rabbit,,151112,https://www.royalroad.com/profile/151112,https://www.royalroad.com/private/send/151112,https://www.royalroad.com/fiction/30423/battle-for-azeroth-reforged,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Shadow Creatures,MissShadow101449,,104861,https://www.royalroad.com/profile/104861,https://www.royalroad.com/private/send/104861,https://www.royalroad.com/fiction/28887/shadow-creatures,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Howl of Creation,Powonyou,,151955,https://www.royalroad.com/profile/151955,https://www.royalroad.com/private/send/151955,https://www.royalroad.com/fiction/30422/howl-of-creation,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Pokemon: Becoming Legend,Generris,,118205,https://www.royalroad.com/profile/118205,https://www.royalroad.com/private/send/118205,https://www.royalroad.com/fiction/30158/pokemon-becoming-legend,,,,,,15 Jun 2020 13:52:32 GMT,
Wonderworld,aarona,,61848,https://www.royalroad.com/profile/61848,https://www.royalroad.com/private/send/61848,https://www.royalroad.com/fiction/29134/wonderworld,,,,,,15 Jun 2020 13:52:32 GMT,
Kind's Kiss,Nine Lizards,,154772,https://www.royalroad.com/profile/154772,https://www.royalroad.com/private/send/154772,https://www.royalroad.com/fiction/30504/kinds-kiss,,,,,,15 Jun 2020 13:52:32 GMT,
Professor Fang: The Living Spaceship,Burrunjor,,155800,https://www.royalroad.com/profile/155800,https://www.royalroad.com/private/send/155800,https://www.royalroad.com/fiction/30705/professor-fang-the-living-spaceship,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Eyes of Death,Afrostorian,,153569,https://www.royalroad.com/profile/153569,https://www.royalroad.com/private/send/153569,https://www.royalroad.com/fiction/30296/the-eyes-of-death,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Handbook of Genius,CallMeHymn,,155813,https://www.royalroad.com/profile/155813,https://www.royalroad.com/private/send/155813,https://www.royalroad.com/fiction/30701/handbook-of-genius,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Lost Dog Tags,OnanMaster,,74468,https://www.royalroad.com/profile/74468,https://www.royalroad.com/private/send/74468,https://www.royalroad.com/fiction/30667/lost-dog-tags,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Creation,Godly,,152633,https://www.royalroad.com/profile/152633,https://www.royalroad.com/private/send/152633,https://www.royalroad.com/fiction/30155/creation,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Night Visions,TheMintCollective,,143764,https://www.royalroad.com/profile/143764,https://www.royalroad.com/private/send/143764,https://www.royalroad.com/fiction/30304/night-visions,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
World End's Girlfriend,PublicApology,,70651,https://www.royalroad.com/profile/70651,https://www.royalroad.com/private/send/70651,https://www.royalroad.com/fiction/30255/world-ends-girlfriend,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Tirania,A_Smith,,154696,https://www.royalroad.com/profile/154696,https://www.royalroad.com/private/send/154696,https://www.royalroad.com/fiction/30691/tirania,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Regicide,ThoughtsRoamGuy,,152572,https://www.royalroad.com/profile/152572,https://www.royalroad.com/private/send/152572,https://www.royalroad.com/fiction/30120/regicide,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Scavenger's Travels,ArahVhel,,125977,https://www.royalroad.com/profile/125977,https://www.royalroad.com/private/send/125977,https://www.royalroad.com/fiction/30568/scavengers-travels,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Blacklight,Conan Anderson,,147967,https://www.royalroad.com/profile/147967,https://www.royalroad.com/private/send/147967,https://www.royalroad.com/fiction/30727/the-blacklight,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Three Towers and a Dude with a sword,In need of a Soul,,63615,https://www.royalroad.com/profile/63615,https://www.royalroad.com/private/send/63615,https://www.royalroad.com/fiction/30666/the-three-towers-and-a-dude-with-a-sword,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Blood on the Vine,A Compton,,138717,https://www.royalroad.com/profile/138717,https://www.royalroad.com/private/send/138717,https://www.royalroad.com/fiction/28877/blood-on-the-vine,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Henchman,wolfgoesbaa,,76775,https://www.royalroad.com/profile/76775,https://www.royalroad.com/private/send/76775,https://www.royalroad.com/fiction/30412/henchman,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Sword of the Skies,sparkypi,,149532,https://www.royalroad.com/profile/149532,https://www.royalroad.com/private/send/149532,https://www.royalroad.com/fiction/29644/sword-of-the-skies,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Your Cut,Pand-Y,,130559,https://www.royalroad.com/profile/130559,https://www.royalroad.com/private/send/130559,https://www.royalroad.com/fiction/30409/your-cut,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Tasìa Del Alma-Gris (in English),Olviddha,,151235,https://www.royalroad.com/profile/151235,https://www.royalroad.com/private/send/151235,https://www.royalroad.com/fiction/30730/tasia-del-alma-gris-in-english,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Paradigm of a Blurred Thought,Subtlebutsatire,,136609,https://www.royalroad.com/profile/136609,https://www.royalroad.com/private/send/136609,https://www.royalroad.com/fiction/30399/paradigm-of-a-blurred-thought,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Autumn Mystic Hero,Meunster,,145593,https://www.royalroad.com/profile/145593,https://www.royalroad.com/private/send/145593,https://www.royalroad.com/fiction/30716/autumn-mystic-hero,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Blood Redemption,Rhansuri,,32323,https://www.royalroad.com/profile/154906,https://www.royalroad.com/private/send/154906,https://www.royalroad.com/fiction/32323/blood-redemption,3,71,823,13,JUNE132020,15 Jun 2020 13:52:32 GMT,PM Sent
The Eighth Plague,Callideus,,146864,https://www.royalroad.com/profile/146864,https://www.royalroad.com/private/send/146864,https://www.royalroad.com/fiction/30119/the-eighth-plague,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Knights of Wrath,EA946677,,151848,https://www.royalroad.com/profile/151848,https://www.royalroad.com/private/send/151848,https://www.royalroad.com/fiction/29993/the-knights-of-wrath,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
When Midnight Strikes,Wanderingcyansocks,,144067,https://www.royalroad.com/profile/144067,https://www.royalroad.com/private/send/144067,https://www.royalroad.com/fiction/28669/when-midnight-strikes,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Earth Love & Time-A Queen on the run,Nikolova D. M.,,155737,https://www.royalroad.com/profile/155737,https://www.royalroad.com/private/send/155737,https://www.royalroad.com/fiction/30686/earth-love-time-a-queen-on-the-run,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Launch: A Startup Story Beginning,jackgoodman39,,153772,https://www.royalroad.com/profile/153772,https://www.royalroad.com/private/send/153772,https://www.royalroad.com/fiction/30332/launch-a-startup-story-beginning,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Cute Librarian,Metalman,,127344,https://www.royalroad.com/profile/127344,https://www.royalroad.com/private/send/127344,https://www.royalroad.com/fiction/30303/the-cute-librarian,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Seeking For Truth,Guccivanna,,145960,https://www.royalroad.com/profile/145960,https://www.royalroad.com/private/send/145960,https://www.royalroad.com/fiction/29965/seeking-for-truth,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Short Stories written by an Artificial Intelligence,Brandon Kruze,,118355,https://www.royalroad.com/profile/118355,https://www.royalroad.com/private/send/118355,https://www.royalroad.com/fiction/30062/short-stories-written-by-an-artificial-intelligence,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
On the other side,AIMS,,151061,https://www.royalroad.com/profile/151061,https://www.royalroad.com/private/send/151061,https://www.royalroad.com/fiction/29845/on-the-other-side,,,,,,15 Jun 2020 13:52:32 GMT,
Unbridled Designs,Heretic,,115347,https://www.royalroad.com/profile/115347,https://www.royalroad.com/private/send/115347,https://www.royalroad.com/fiction/30471/unbridled-designs,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The Wish Motel Built Upon A Night Mare Cemetery,Gryphon Gryphon,,132431,https://www.royalroad.com/profile/132431,https://www.royalroad.com/private/send/132431,https://www.royalroad.com/fiction/30570/the-wish-motel-built-upon-a-night-mare-cemetery,,,,,,15 Jun 2020 13:52:32 GMT,
The Grand Expanse,Ryveia,,121814,https://www.royalroad.com/profile/121814,https://www.royalroad.com/private/send/121814,https://www.royalroad.com/fiction/30063/the-grand-expanse,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Lights Camera Action!,Lucky_Titan,,123046,https://www.royalroad.com/profile/123046,https://www.royalroad.com/private/send/123046,https://www.royalroad.com/fiction/30326/lights-camera-action,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
The 7 towers,Guy219,,106271,https://www.royalroad.com/profile/106271,https://www.royalroad.com/private/send/106271,https://www.royalroad.com/fiction/30629/the-7-towers,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Angel and Wolf: Open War,LoneWolf8003,,154268,https://www.royalroad.com/profile/154268,https://www.royalroad.com/private/send/154268,https://www.royalroad.com/fiction/30779/angel-and-wolf-open-war,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Uncharted,Arcadia Nygaard,,89988,https://www.royalroad.com/profile/89988,https://www.royalroad.com/private/send/89988,https://www.royalroad.com/fiction/29952/uncharted,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Dear Diary My Luck Sucks.,NessaSan,,152269,https://www.royalroad.com/profile/152269,https://www.royalroad.com/private/send/152269,https://www.royalroad.com/fiction/30530/dear-diary-my-luck-sucks,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Sex Blood And Bullets,MichaelCantrellAuthor,,154673,https://www.royalroad.com/profile/154673,https://www.royalroad.com/private/send/154673,https://www.royalroad.com/fiction/30484/sex-blood-and-bullets,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Full Metal Weapon,BramatIsaac,,150181,https://www.royalroad.com/profile/150181,https://www.royalroad.com/private/send/150181,https://www.royalroad.com/fiction/30606/full-metal-weapon,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Ultraman Eclipse,AntuGalah,,153387,https://www.royalroad.com/profile/153387,https://www.royalroad.com/private/send/153387,https://www.royalroad.com/fiction/30262/ultraman-eclipse,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Complications,cosmiqueer,,156051,https://www.royalroad.com/profile/156051,https://www.royalroad.com/private/send/156051,https://www.royalroad.com/fiction/30777/complications,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Break,WreckingWalls,,24309,https://www.royalroad.com/profile/24309,https://www.royalroad.com/private/send/24309,https://www.royalroad.com/fiction/30350/break,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Eternal war,Angel Leon,,131132,https://www.royalroad.com/profile/131132,https://www.royalroad.com/private/send/131132,https://www.royalroad.com/fiction/30291/eternal-war,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
Absolute state of Ataraxia,TASTYcrabsoup,,149738,https://www.royalroad.com/profile/149738,https://www.royalroad.com/private/send/149738,https://www.royalroad.com/fiction/29634/absolute-state-of-ataraxia,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
My Little Corner,Toransumyuta,,131296,https://www.royalroad.com/profile/131296,https://www.royalroad.com/private/send/131296,https://www.royalroad.com/fiction/30818/my-little-corner,,,,,,15 Jun 2020 13:52:32 GMT,PM Sent
